work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,working_overseas
2022,Expert,Full-time,Analytics Engineer,170000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Analytics Engineer,135000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,99839,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,74879,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Analyst,117000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,99450,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,200000,Puerto Rico,Fully remote,Puerto Rico,Medium,False
2022,Expert,Full-time,Data Engineer,135000,Puerto Rico,Fully remote,Puerto Rico,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,193900,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,129300,United States,No remote work,United States,Medium,False
2022,Junior,Full-time,Machine Learning Engineer,56159,United Kingdom,Fully remote,United Kingdom,Small,False
2022,Expert,Full-time,Data Analyst,87359,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Analyst,62399,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Analyst,175000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,130000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,188100,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,139860,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,248700,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,167100,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,5799,India,Fully remote,India,Small,False
2022,Expert,Full-time,Data Scientist,123400,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,88100,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,BI Data Analyst,50826,Germany,Fully remote,Germany,Small,False
2022,Expert,Full-time,Data Scientist,245000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,205000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,141300,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,102100,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Architect,141300,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Architect,102100,United States,No remote work,United States,Medium,False
2022,Junior,Full-time,Data Analyst,50000,Argentina,Fully remote,Argentina,Large,False
2022,Junior,Full-time,Data Scientist,84711,Belgium,Fully remote,Belgium,Large,False
2022,Expert,Full-time,Data Scientist,2433,Brazil,Fully remote,Brazil,Large,False
2022,Intermediate,Full-time,Lead Data Scientist,62399,United Kingdom,Partially remote,United Kingdom,Small,False
2022,Expert,Full-time,Data Architect,250000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Architect,63000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,189500,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Science Manager,140100,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,177600,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,131300,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Engineer,24000,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,24000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,250000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,63000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,202900,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Machine Learning Engineer,131300,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,145000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,115000,United States,Fully remote,United States,Medium,False
2022,Junior,Full-time,Machine Learning Engineer,115000,United States,Partially remote,United States,Large,False
2022,Intermediate,Full-time,Machine Learning Engineer,193900,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Machine Learning Engineer,129300,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,180000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Scientist,140000,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Analyst,216200,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,144100,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Scientist,216000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Scientist,144000,United States,No remote work,United States,Medium,False
2022,Junior,Full-time,Data Analyst,150000,United States,Fully remote,United States,Large,False
2021,Junior,Full-time,Machine Learning Research Engineer,12171,India,Fully remote,India,Medium,False
2022,Intermediate,Full-time,Data Scientist,54131,India,Fully remote,Indonesia,Large,True
2022,Junior,Full-time,Applied Data Scientist,50000,Austria,Partially remote,Austria,Medium,False
2021,Expert,Full-time,Cloud Data Architect,250000,United States,Partially remote,United States,Large,False
2022,Director,Full-time,Research Scientist,84711,Netherlands,No remote work,Netherlands,Large,False
2022,Intermediate,Full-time,Data Scientist,133535,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Expert,Full-time,Analytics Engineer,48000,Argentina,Fully remote,United States,Small,True
2022,Director,Full-time,Data Science Manager,260500,United States,No remote work,United States,Medium,False
2022,Director,Full-time,Data Science Manager,175100,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,210000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,100000,United States,Fully remote,United States,Medium,False
2022,Junior,Full-time,Data Analyst,55000,United States,Fully remote,United States,Small,False
2022,Intermediate,Full-time,Data Analyst,130000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Applied Machine Learning Scientist,77722,France,Fully remote,United Kingdom,Large,True
2022,Junior,Full-time,Data Scientist,52415,Belgium,Partially remote,Belgium,Small,False
2022,Intermediate,Freelance,Applied Machine Learning Scientist,30932,India,Fully remote,India,Small,False
2022,Expert,Full-time,Data Engineer,206699,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,99100,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Analytics Engineer,200000,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Analytics Engineer,54000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,250000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,63000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Architect,250000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Architect,63000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,250000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,63000,United States,No remote work,United States,Medium,False
2022,Junior,Full-time,Analytics Engineer,130000,United States,Partially remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,100000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Engineer,80000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,160000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,100000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Specialist,221300,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Specialist,148700,United States,Fully remote,United States,Large,False
2022,Junior,Full-time,Machine Learning Engineer,30000,United Kingdom,Fully remote,United Kingdom,Large,False
2022,Junior,Full-time,Data Analyst,28590,France,Partially remote,France,Medium,False
2022,Intermediate,Full-time,Data Engineer,92351,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,62399,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Scientist,61415,Germany,Fully remote,Germany,Small,False
2022,Expert,Full-time,Data Science Manager,249260,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,185400,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,170000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,130000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Scientist,81119,United Kingdom,Partially remote,United Kingdom,Medium,False
2022,Expert,Full-time,Data Analyst,128875,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,93700,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,180000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,100000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,136260,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,109280,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,160000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Scientist,92000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,200000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,160000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,137279,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,106079,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Analyst,117000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,99450,United States,Fully remote,United States,Medium,False
2022,Junior,Full-time,AI Scientist,3093,India,No remote work,India,Small,False
2022,Junior,Full-time,Data Engineer,129000,United States,Fully remote,United States,Large,False
2022,Junior,Full-time,Data Engineer,86000,United States,Fully remote,United States,Large,False
2020,Junior,Full-time,Data Engineer,13493,India,Fully remote,India,Large,False
2020,Junior,Full-time,Data Engineer,13493,India,Fully remote,India,Large,False
2022,Expert,Full-time,Data Scientist,160000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,119300,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Business Data Analyst,100000,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Scientist,25000,Turkey,Partially remote,Turkey,Medium,False
2022,Intermediate,Full-time,Data Analyst,65317,Singapore,Partially remote,Singapore,Medium,False
2022,Intermediate,Full-time,AI Scientist,200000,United States,Fully remote,United States,Medium,False
2022,Junior,Full-time,Machine Learning Developer,180000,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Scientist,153000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,210000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,100000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,150075,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,110925,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Machine Learning Scientist,22800,Egypt,Fully remote,Egypt,Medium,False
2022,Expert,Full-time,Data Scientist,160000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Scientist,92000,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Machine Learning Engineer,202900,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Machine Learning Engineer,131300,United States,Fully remote,United States,Large,False
2020,Junior,Full-time,Data Analyst,22809,Portugal,Fully remote,Portugal,Medium,False
2022,Junior,Full-time,Data Analyst,15000,Indonesia,No remote work,Indonesia,Large,False
2022,Expert,Full-time,Data Engineer,175000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,135000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,135898,Australia,Fully remote,Australia,Large,False
2022,Junior,Full-time,Machine Learning Engineer,83000,United States,No remote work,United States,Large,False
2022,Intermediate,Full-time,Data Engineer,93599,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,68639,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,186000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,148800,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,112900,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,90320,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,ML Engineer,240000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,ML Engineer,160000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,300000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,200000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,66180,Germany,Partially remote,Germany,Small,False
2022,Intermediate,Full-time,AI Scientist,200000,India,Fully remote,United States,Large,True
2022,Intermediate,Full-time,Machine Learning Engineer,118559,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Machine Learning Engineer,93599,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,AI Scientist,120000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,112900,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,90320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analytics Manager,145000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analytics Manager,105400,United States,Fully remote,United States,Medium,False
2020,Junior,Full-time,Data Scientist,49268,Germany,No remote work,Germany,Small,False
2022,Intermediate,Full-time,Data Engineer,112319,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,93599,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,215300,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Scientist,158200,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,209100,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,154600,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Analyst,115934,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,81666,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,175000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,155000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Machine Learning Engineer,84711,France,Fully remote,Germany,Medium,True
2022,Expert,Full-time,Data Analyst,164000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,132000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,170000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,123000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,189650,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,164996,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,ETL Developer,52944,Greece,No remote work,Greece,Medium,False
2022,Intermediate,Full-time,ETL Developer,52944,Greece,No remote work,Greece,Medium,False
2022,Director,Full-time,Lead Data Engineer,116650,Canada,Fully remote,Canada,Small,False
2022,Expert,Full-time,Data Engineer,165400,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,132320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Architect,208775,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Architect,147800,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,136994,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,101570,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,128875,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,93700,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Head of Machine Learning,77330,India,Partially remote,India,Large,False
2022,Junior,Full-time,Machine Learning Engineer,35567,United Kingdom,Fully remote,United Kingdom,Large,False
2022,Expert,Full-time,Data Engineer,183600,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,100800,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Analyst,49919,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Analyst,37439,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Analyst,42355,Spain,Fully remote,Spain,Medium,False
2022,Intermediate,Full-time,Data Analyst,31766,Spain,Fully remote,Spain,Medium,False
2022,Intermediate,Full-time,Data Engineer,84711,Spain,Fully remote,Spain,Medium,False
2022,Intermediate,Full-time,Data Engineer,74122,Spain,Fully remote,Spain,Medium,False
2022,Intermediate,Full-time,Data Engineer,99839,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,87359,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,84711,Greece,Fully remote,Greece,Medium,False
2022,Intermediate,Full-time,Data Engineer,74122,Greece,Fully remote,Greece,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,189650,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Machine Learning Engineer,164996,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,42355,Greece,Fully remote,Greece,Medium,False
2022,Intermediate,Full-time,Data Analyst,31766,Greece,Fully remote,Greece,Medium,False
2022,Intermediate,Full-time,Data Engineer,93599,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,74879,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,215300,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,140400,United States,No remote work,United States,Large,False
2022,Intermediate,Full-time,Data Engineer,63533,Spain,Fully remote,Spain,Medium,False
2022,Intermediate,Full-time,Data Engineer,47650,Spain,Fully remote,Spain,Medium,False
2022,Expert,Full-time,Data Scientist,260000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,180000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Scientist,68639,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Scientist,43679,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,63533,Greece,Fully remote,Greece,Medium,False
2022,Intermediate,Full-time,Data Engineer,47650,Greece,Fully remote,Greece,Medium,False
2022,Intermediate,Full-time,Data Engineer,74879,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,56159,United Kingdom,Fully remote,United Kingdom,Medium,False
2021,Intermediate,Full-time,Machine Learning Engineer,51064,Italy,Partially remote,Italy,Large,False
2022,Expert,Full-time,Data Science Engineer,60000,Argentina,Fully remote,Mexico,Large,True
2022,Intermediate,Full-time,Data Engineer,82900,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,63900,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Machine Learning Scientist,160000,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Machine Learning Scientist,112300,United States,Fully remote,United States,Large,False
2022,Intermediate,Full-time,Data Science Manager,241000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Science Manager,159000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,180000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,80000,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,58000,United States,No remote work,United States,Small,False
2022,Intermediate,Full-time,Data Analyst,58000,United States,No remote work,United States,Small,False
2022,Expert,Full-time,Data Engineer,136000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,108800,United States,No remote work,United States,Medium,False
2022,Director,Full-time,Data Engineer,242000,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Data Engineer,200000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Scientist,62399,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Scientist,37439,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,74879,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Intermediate,Full-time,Data Engineer,49919,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,165220,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,120160,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,124190,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,90320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,181940,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,132320,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,220110,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,160080,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,180000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,120000,United States,No remote work,United States,Large,False
2022,Intermediate,Full-time,Data Analyst,126500,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,106260,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,116000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,99000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Analyst,155000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,120600,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Scientist,130000,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Scientist,90000,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,170000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Engineer,150000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,102100,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,84900,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,136620,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,99360,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,112319,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,99839,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,146000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,123000,United States,Fully remote,United States,Medium,False
2022,Junior,Full-time,Data Engineer,49919,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Junior,Full-time,Data Engineer,43679,United Kingdom,Fully remote,United Kingdom,Medium,False
2022,Director,Full-time,Data Analyst,130000,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Data Analyst,110000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,170000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,135000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,161342,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Science Manager,137141,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,167000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,123000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,74879,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Engineer,62399,United Kingdom,No remote work,United Kingdom,Medium,False
2022,Expert,Full-time,Data Scientist,211500,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,138600,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Architect,192400,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Architect,90700,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Analyst,130000,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Analyst,61300,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Analyst,130000,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Analyst,61300,Canada,Fully remote,Canada,Medium,False
2022,Expert,Full-time,Data Engineer,160000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Engineer,113000,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,150000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,95550,United States,No remote work,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,167000,United States,Fully remote,United States,Medium,False
2022,Intermediate,Full-time,Data Analyst,115500,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,112900,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,90320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,112900,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,90320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,165400,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,132320,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,243900,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,156600,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,136600,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,109280,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,128875,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,93700,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Head of Data Science,224000,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Head of Data Science,167875,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Analytics Engineer,175000,United States,Fully remote,United States,Medium,False
2022,Director,Full-time,Analytics Engineer,135000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,209100,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,154600,United States,Fully remote,United States,Large,False
2022,Expert,Full-time,Data Engineer,180000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,160000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,205300,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,140400,United States,No remote work,United States,Large,False
2022,Expert,Full-time,Data Scientist,176000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Scientist,144000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,200100,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,160000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,70500,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,54000,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,205300,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Scientist,140400,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Analytics Engineer,205300,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Analytics Engineer,184700,United States,No remote work,United States,Medium,False
2022,Expert,Full-time,Data Engineer,175100,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,140250,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,116150,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Analyst,99050,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,145000,United States,Fully remote,United States,Medium,False
2022,Expert,Full-time,Data Engineer,130000,United States,Fully remote,United States,Medium,False
